"A maximum of %s options are permitted.";"A maximum of %s options are permitted. "
"Are you sure that you want to delete this Poll? This action cannot be undone.";"Are you sure that you want to delete this Poll? This action cannot be undone. "
"Change Vote?";"Change Vote? "
"Do you want to permit your members to change their vote?";"Do you want to permit your members to change their vote? "
"Yes, members can change their vote.";"Yes, members can change their vote. "
"No, members cannot change their vote.";"No, members cannot change their vote. "
"There are no polls yet.";"There are no polls yet. "
"Show this poll in search results";"Show this poll in search results "
"Polls Plugin";"Polls Plugin "
"Manage Polls";"Manage Polls "
"Maximum Options";"Maximum Options "
"How many possible poll answers do you want to permit?";"How many possible poll answers do you want to permit? "
"Allow Viewing of Polls?";"Allow Viewing of Polls? "
"Allow Editing of Polls?";"Allow Editing of Polls? "
"Do you want to let members edit polls? If set to no, some other settings on this page may not apply.";"Do you want to let members edit polls? If set to no, some other settings on this page may not apply. "
"Yes, allow members to edit their own polls.";"Yes, allow members to edit their own polls. "
"No, do not allow members to edit their polls.";"No, do not allow members to edit their polls. "
"Allow Commenting on Polls?";"Allow Commenting on Polls? "
"Do you want to let members of this level comment on polls?";"Do you want to let members of this level comment on polls? "
"Yes, allow members to comment on polls.";"Yes, allow members to comment on polls. "
"No, do not allow members to comment on polls.";"No, do not allow members to comment on polls. "
"Profile Polls";"Profile Polls "
"Delete Poll";"Slet Meningsmåling"
"Edit Privacy";"Rediger Privatliv"
"Everyone's Polls";"Enhvers Meningsmåling"
"Only My Friends' Polls";"Kun Mive Venners Meningsmålinger"
"All Polls";"Alle Meningsmålinger"
"Only Open Polls";"Kun Åbne Meningsmålinger"
"Only Closed Polls";"Kun Afsluttede Meningsmålinger"
"%1$s vote";"%1$s afstemning ";"%1$s afstemninger"
"{item:$subject} commented on {item:$owner}'s {item:$object:poll}.";"{item:$subject} kommenterede {item:$owner}'s {item:$object:poll}. "
"{item:$subject} created a new poll:";"{item:$subject} oprettede en ny meningsmåling: "
"ITEM_TYPE_POLL";"Meningsmålinger"
"Poll doesn't exist or not authorized to delete";"Meningsmålinger findes ikke eller har ikke tilladelse til at slette"
"Edit Poll Privacy";"Rediger Meningsmåling Privatliv"
"Edit your poll privacy below, then click ""Save Privacy"" to apply the new privacy settings for the poll.";"Rediger din meningsmåling privatliv nedenfor og klik på ""Gem Privatliv"" til at anvende de nye personlige indstillinger for meningsmåling."
"Save Privacy";"Gem Privatliv"
"Invite";"Inviter"
"Invitation Sent";"Invitation Sendt";"Invitationer Sendt"
"If the person you invited decide to join, he/she will automatically receive a friend request from you.";"Hvis personen du inviterede beslutter sig at oprette konto. Så vil han/hun automatisk modtage en ven anmodning fra dig.";"Hvis personenerne du inviterede beslutter sig at oprette konto. Så vil de automatisk modtage en ven anmodning fra dig."
"Invites were not sent to these email addresses because they do not appear to be valid:";"Invitationer blev ikke sendt til disse email adresser, fordi de ikke ser ud til at være gyldig:"
"Some of the email addresses you provided belong to existing members:";"Nogle af de email adresser du har angivet, hører til eksisterende brugere:"
"Invite Your Friends";"Inviter Dine Venner"
"_INVITE_FORM_DESCRIPTION";"Inviter dine venner til at deltage! Indtast op til 10 email adresser adskilt af kommaer i modtagere feltet nedenfor. Hvis dine venner beslutter at tilmelde sig, vil en ven anmodning fra dig vente for dem, når de logger ind første gang."
"Recipients";"Modtagere"
"Comma-separated list, or one-email-per-line.";"Komma-adskilt liste, eller en-email-per-linie."
"Custom Message";"Brugerdefineret Besked"
"Use %invite_url% to add a link to our sign up page.";"Brug %invite_url% for at tilføje et link til vores Opret Konto side. "
"_INVITE_EMAIL_CONTENT_CAN_BE_FOUND_IN_THE_FILE";"custom.csv "
"Modify your invite settings for your members.";"Modify your invite settings for your members. "
"This is the subject line of emails sent to invited people.  Use %siteName% to include your site's name.";"This is the subject line of emails sent to invited people. Use %siteName% to include your site's name. "
"From (name)";"From (name) "
"Whom the invite email is shown as being from (usually your website name)";"Whom the invite email is shown as being from (usually your website name) "
"From (email)";"From (email) "
"The ""Reply-To"" address for emails";"The ""Reply-To"" address for emails "
"Allow custom invite message?";"Allow custom invite message? "
"If disabled, the invite email will use the message below.";"If disabled, the invite email will use the message below. "
"Default Invite Message";"Default Invite Message "
"Use %invite_url% to include the invite URL";"Brug %invite_url% for at inkludere inviter URL "
"Invite Settings";"Invite Settings "
"Settings were saved successfully.";"Indstillinger blev gemt."
"Inviters";"Indbydere"
"_EMAIL_INVITE_TITLE";"Invitation "
"_EMAIL_INVITE_DESCRIPTION";"This is the email that gets sent when members invite their friends to join during the signup process. "
"_EMAIL_INVITE_CODE_TITLE";"Invite Code "
"_EMAIL_INVITE_CODE_DESCRIPTION";"This email is sent to someone when they are invited by a member and an invite code is required. "
"Would you like to join this event?";"Vil du gerne deltage i denne begivenhed?"
"Approve Invite Request";"Godkend Invitations Anmodning"
"Top 10 Inviters";"Top 10 Inviters "
"Most invites sent out";"Most invites sent out "
"Invites";"Invites "
"Recruits";"Recruits "
"Conversion Ratio";"Conversion Ratio "
"Top 10 Recruiters";"Top 10 Recruiters "
"Most members that joined from their invites";"Most members that joined from their invites "
"Would you like to approve this invite request?";"Vil du gerne godkende denne invitations anmodning?"
"Cancel Invite Request";"Fortryd Invitations Anmodning"
"Would you like to cancel your request for an invite to this event?";"Vil du gerne fortryde din anmodning om en invitationss til denne begivenhed?"
"Are you sure you want to leave this event?";"Sikker på du vil forlade denne begivenhed?"
"Reject Event Invitation";"Afvis Begivenhed Invitation"
"Would you like to reject the invitation to this event?";"Vil du gerne afvise invitationen til denne begivenhed?"
"Are you sure you want to remove this member from the event?";"Er du sikker på du vil fjerne denne bruger fra begivenheden?"
"Request Event Membership";"Anmodning om Begivenhed Deltagelse"
"Would you like to request membership in this Event?";"Vil du gerne anmode om deltagelse i denne begivenhed?"
"Delete Event Photo";"Slet Begivenhed Billede"
"Edit Event Photo";"Rediger Begivenhed Billede"
"Event Name";"Begivenhed Navn"
"Event Description";"Begivenhed Beskrivelse"
"Start Time";"Start Tid"
"End Time";"Slut Tid"
"Main Photo";"Begivenhed Billede"
"Event Category";"Begivenhed Kategori"
"People must be invited to RSVP for this event";"Personer skal være inviteret, før de kan svare (SU) på denne begivenhed"
"Invited guests can invite other people as well";"Inviterede gæster kan invitere andre personer også"
"Members Only";"Brugere Kun"
"Who may see this event?";"Hvem kan se denne begivenhed?"
"Who may post comments on this event?";"Hvem kan kommentere i denne begivenhed?"
"Who may upload photos to this event?";"Hvem kan uploade billeder til denne begivenhed?"
"Only the Owner";"Kun Ejere"
"Create Event";"Opret Begivenhed"
"Are you sure you want to delete this event?";"Er du sikker på du vil slette denne begivenhed?"
"Choose the people you want to invite to this event.";"Vælg de personer du ønsker at invitere til denne begivenhed."
"Event Styles";"Begivenhed Stil"
"Custom Event Styles";"Brugerdefineret Begivenhed Stil"
"You can change the colors, fonts, and styles of your event by adding CSS code below. The contents of the text area below will be output between <style> tags on your event.";"Du kan ændre farver, skrifttyper og stilarter i din begivenhed ved at tilføje CSS koden nedenfor. Indholdet af teksten området nedenfor vil blive udsendt mellem <style> tags på din begivenhed."
"No topics have been posted in this event yet.";"Ingen emner i denne begivenhed endnu."
"This event has %1$s guest.";"Denne begivenhed har %1$s gæst.";"Denne begivenhed har %1$s gæster."
"This event has %1$s guest that matched the query ""%2$s"".";"Denne begivenhed har %1$s gæst der matcher forespørgslen ""%2$s"". ";"Denne begivenhed har %1$s gæster der matcher forespørgslen ""%2$s"". "
"ADMIN_ACTIVITY_TYPE_EVENT_CREATE";"When a user (subject) creates a new event (object). "
"ADMIN_ACTIVITY_TYPE_EVENT_JOIN";"When a user (subject) joins an event (object). "
"ADMIN_ACTIVITY_TYPE_EVENT_PHOTO_UPLOAD";"When a user (subject) uploads a photo to an event (object). "
"ADMIN_ACTIVITY_TYPE_EVENT_TOPIC_CREATE";"When a user (subject) creates a new event topic (object). "
"ADMIN_ACTIVITY_TYPE_EVENT_TOPIC_REPLY";"When a user (subject) replies to an event topic (object). "
"_ACTIVITY_ACTIONTYPE_EVENT_CREATE";"Nye Begivenheder"
"_ACTIVITY_ACTIONTYPE_EVENT_JOIN";"Deltager i en begivenhed."
"_ACTIVITY_ACTIONTYPE_EVENT_PHOTO_UPLOAD";"Uploader et billede til en begivenhed"
"EVENT_FORM_ADMIN_LEVEL_DESCRIPTION";"These settings are applied on a per member level basis. Start by selecting the member level you want to modify, then adjust the settings for that level below. "
"Allow Viewing of Events?";"Allow Viewing of Events? "
"EVENT_FORM_ADMIN_LEVEL_VIEW_DESCRIPTION";"Do you want to let users view events? If set to no, some other settings on this page may not apply. "
"No, do not allow photo events to be viewed.";"No, do not allow photo events to be viewed. "
"Yes, allow viewing and subscription of photo events.";"Yes, allow viewing and subscription of photo events. "
"Yes, allow members to view all events, even private ones.";"Yes, allow members to view all events, even private ones. "
"Allow Creation of Events?";"Allow Creation of Events? "
"EVENT_FORM_ADMIN_LEVEL_CREATE_DESCRIPTION";"Do you want to let users create events? If set to no, some other settings on this page may not apply. This is useful if you want users to be able to view events and manage their subscriptions, but only want certain levels to be able to create events. "
"No, do not allow events to be created.";"No, do not allow events to be created. "
"Yes, allow creation of events.";"Yes, allow creation of events. "
"Allow Editing of Events?";"Allow Editing of Events? "
"Do you want to let users edit and delete events?";"Do you want to let users edit and delete events? "
"No, do not allow events to be edited.";"No, do not allow events to be edited. "
"Yes, allow  members to edit their own events.";"Yes, allow members to edit their own events. "
"Event Privacy";"Event Privacy "
"EVENT_FORM_ADMIN_LEVEL_AUTHVIEW_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can see their event. If you do not check any options, everyone will be allowed to view events. "
"Event Posting Options";"Event Posting Options "
"EVENT_FORM_ADMIN_LEVEL_AUTHCOMMENT_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can post to their event discussions. If you do not check any options, everyone will be allowed to post. "
"EVENT_FORM_ADMIN_LEVEL_AUTHUPHOTO_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can upload photos to their events. If you do not check any options, all members will be allowed to upload. "
"EVENT_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"This page lists all of the event entries your users have posted. You can use this page to monitor these events and delete offensive material if necessary. "
"There are no events posted by your members yet.";"There are no events posted by your members yet. "
"EVENT_VIEWS_SCRIPTS_ADMINSETTINGS_CATEGORIES_DESCRIPTION";"If you want to allow your users to categorize their events, create the categories below. This feature is useful if you want to list all your users' event that If you have no categories, your users will not be given the option of assigning a event category. "
"Delete Event Category?";"Delete Event Category? "
"Events Plugin";"Events Plugin "
"Do you want to let members edit and delete events?";"Do you want to let members edit and delete events? "
"Allow Deletion of Events?";"Allow Deletion of Events? "
"Do you want to let members delete events? If set to no, some other settings on this page may not apply.";"Do you want to let members delete events? If set to no, some other settings on this page may not apply. "
"Yes, allow members to delete their own events.";"Yes, allow members to delete their own events. "
"No, do not allow members to delete their events.";"No, do not allow members to delete their events. "
"Allow Commenting on Events?";"Allow Commenting on Events? "
"Do you want to let members of this level comment on events?";"Do you want to let members of this level comment on events? "
"Yes, allow members to comment on events.";"Yes, allow members to comment on events. "
"No, do not allow members to comment on events.";"No, do not allow members to comment on events. "
"Movers and Shakers";"Movers and Shakers "
"_ACTIVITY_ACTIONTYPE_EVENT_TOPIC_CREATE";"Oprettelse af en begivenhed diskussionsemne"
"_ACTIVITY_ACTIONTYPE_EVENT_TOPIC_REPLY";"Besvarelse af en begivenhed diskussionsemne"
"Select a date";"Vælg en dato"
"Please select a date from the calendar.";"Vælg en dato fra kalender."
"Please select a date from the calendar";"Vælg en dato fra kalender."
" or ";"eller "
"Arts & Culture";"Kunst & Kultur"
"delete";"slet"
"Delete!";"Slet!"
"Like";"Synes Godt Om "
"Unlike";"Fjern Synes Godt Om "
"%s likes this";"%s synes godt om dette ";"%s synes godt om dette "
"like";"synes godt om "
"unlike";"fjern synes godt om "
"%s likes this.";"%s synes godt om dette ";"%s synes godt om dette "
"_EMAIL_NOTIFY_LIKED_TITLE";"Synes Godt Om "
"comment";"kommentar";"kommentarer"
"Comment";"Skriv Kommentar"
"_CORE_ADMIN_STATS_CORE_COMMENTS";"Kommentar"
"Comments";"Kommentar"
"ACTIVITY_TYPE_EVENT_ACCEPTED";"Når du anmoder op at deltage i en begivenhed."
"ACTIVITY_TYPE_EVENT_APPROVE";"Når nogen anmoder om at deltage i min begivenhed."
"ACTIVITY_TYPE_EVENT_CREATE";"Når en ny begivenhed er oprettet."
"ACTIVITY_TYPE_EVENT_DISCUSSION_REPLY";"Når nogen besvare til diskussionsemner jeg har besvaret."
"ACTIVITY_TYPE_EVENT_DISCUSSION_RESPONSE";"Når nogen besvare til en diskussionsemne jeg har oprettet."
"ACTIVITY_TYPE_EVENT_INVITE";"Når jeg bliver inviteret til at deltage i en begivenhed."
"ACTIVITY_TYPE_EVENT_JOIN";"Når nogen deltager i en begivenhed."
"ACTIVITY_TYPE_EVENT_PHOTO_UPLOAD";"Når nogen uploader et billede til en begivenhed."
"ACTIVITY_TYPE_EVENT_TOPIC_CREATE";"Når nogen opretter en ny begivenhed emne."
"ACTIVITY_TYPE_EVENT_TOPIC_REPLY";"Når nogen besvare i en begivenhed emne."
"Add Category";"Tilføj Kategori"
"Category Name";"Kategori Navn"
"Edit Category";"Rediger Kategori"
"Recently Created";"Nyligt Oprettet"
"Delete Event?";"Slet Begivenhed?"
"Are you sure that you want to delete this event? It will not be recoverable after being deleted.";"Er du sikker på du vil slette denne begivenhed? Du kan ikke fortryde senere."
"ITEM_TYPE_EVENT";"Begivenheder"
"ITEM_TYPE_EVENT_ALBUM";"Begivenhed Album"
"ITEM_TYPE_EVENT_PHOTO";"Begivenhed Billeder"
"ITEM_TYPE_EVENT_TOPIC";"Begivenhed Diskussionsemner"
"ITEM_TYPE_EVENT_POST";"Begivenhed Diskussions Indlæg"
"Friends and Networks (user events only)";"Venner & Netværk (bruger begivenheder kun)"
"Friends of Friends (user events only)";"Venner af Venner (bruger begivenheder kun)"
"Friends Only (user events only)";"Venner Kun (bruger begivenheder kun)"
"Group Members (group events only)";"Grupper Medlemmer (gruppe begivenheder kun)"
"Event Guests Only";"Begivenhed Gæster Kun"
"All Guests";"Alle Gæster"
"Event Profile Discussions";"Event Profile Discussions "
"Event Profile Info";"Event Profile Info "
"Event Profile Members";"Event Profile Members "
"Event Profile Photo";"Event Profile Photo "
"Event Profile Photos";"Event Profile Photos "
"Event Profile RSVP";"Event Profile RSVP "
"Event Profile Status";"Event Profile Status "
"Profile Events";"Profile Events"
"Please select a time from the dropdown.";"Vælg et tidspunkt."
"%1$s at %2$s";"%1$s på %2$s "
"Awaiting Reply";"Afventer Svar"
"awaiting reply";"afventer svar"
"Arts";"Kunst"
"Business";"Business"
"Conferences";"Konferencer"
"Festivals";"Festivaler"
"Food";"Mad"
"Fundraisers";"Fundraiser"
"Galleries";"Gallerier"
"Health";"Helbred"
"Manage Events";"Manage Events "
"Event Members";"Event Members "
"Just For Fun";"Bare For Sjov"
"Kids";"Børn"
"Learning";"Undervisning"
"Literary";"Bibliotek"
"Movies";"Film"
"Museums";"Museum"
"Neighborhood";"Kvarteret"
"Networking";"Netværk"
"Nightlife";"Natte Liv"
"On Campus";"Camping"
"Organizations";"Organisation"
"Outdoors";"Udendørs"
"Pets";"Kæledyr"
"Politics";"Politik"
"Sales";"Salg"
"Spirituality";"Spiritualitet"
"Technology";"Teknologi"
"Theatre";"Teater"
"Other";"Andet"
"%1$s has invited you to the event %2$s";"%1$s har inviteret dig til begivenheden %2$s "
"{item:$subject} has {item:$object:posted} on a {itemParent:$object::event topic} you created.";"{item:$subject} har {item:$object:posted} i en {itemParent:$object::event topic} du oprettede. "
"{item:$subject} has {item:$object:posted} on a {itemParent:$object::event topic} you posted on.";"{item:$subject} har {item:$object:posted} i en {itemParent:$object::event topic} du har skrevet i. "
"{item:$subject} has invited you to the event {item:$object}.";"{item:$subject} har inviteret dig til begivenheden {item:$object}. "
"Your request to join the event {item:$subject} has been approved.";"Din anmodning om at deltage i begivenheden {item:$subject} er blevet godkendt."
"{item:$subject} has requested to join the event {item:$object}.";"{item:$subject} har anmodet om at deltage i begivenheden {item:$object}. "
"{item:$subject} created a new event:";"{item:$subject} oprettede en ny begivenhed: "
"{item:$subject} joined the event {item:$object}";"{item:$subject} deltager i begivenheden{item:$object} "
"{item:$subject} posted a {item:$object:topic} in the event {itemParent:$object:event}: {body:$body}";"{item:$subject} skrev et {item:$object:topic} i begivenheden {itemParent:$object:event}: {body:$body} "
"{item:$subject} replied to a {item:$object:topic} in the event {itemParent:$object:event}: {body:$body}";"{item:$subject} besvarede til et {item:$object:topic} i begivenheden {itemParent:$object:event}: {body:$body} "
"_EMAIL_NOTIFY_EVENT_ACCEPTED_TITLE";"Begivenhed Godkendt"
"_EMAIL_NOTIFY_EVENT_ACCEPTED_DESCRIPTION";"This email is sent to the member when they are approved to join an event. "
"_EMAIL_NOTIFY_EVENT_APPROVE_TITLE";"Event Request "
"_EMAIL_NOTIFY_EVENT_APPROVE_DESCRIPTION";"This email is sent to the member when someone requests to join their event. "
"_EMAIL_NOTIFY_EVENT_DISCUSSION_REPLY_TITLE";"Event Discussion Reply "
"_EMAIL_NOTIFY_EVENT_DISCUSSION_REPLY_DESCRIPTION";"This email is sent to the member when people reply to discussion topics that the member created. "
"_EMAIL_NOTIFY_EVENT_DISCUSSION_RESPONSE_TITLE";"Event Discussion Response "
"_EMAIL_NOTIFY_EVENT_DISCUSSION_RESPONSE_DESCRIPTION";"This email is sent to the member when people reply to discussion topics that the member replied to. "
"_EMAIL_NOTIFY_EVENT_INVITE_TITLE";"Event Invitation "
"_EMAIL_NOTIFY_EVENT_INVITE_DESCRIPTION";"This email is sent to someone when they are invited to an event. "
"You have not joined any events yet.";"Du deltager ikke i nogen begivenheder endnu."
"There are no events yet.";"Der er ingen begivenheder endnu."
"There are no past events yet.";"Der er ingen tidligere begivenheder endnu."
"Date Created";"Dato Oprettet"
"Event doesn't exists or not authorized to delete";"Begivenhed findes ikke eller er ikke autoriseret til at slette."
"The selected event has been deleted.";"den valgte begivenhed er blevet slettet."
"_SITE_TITLE";"(yourdomain)"
"Home";"Hjem"
"Layout";"Layout "
"Stats";"Stats "
"Ads";"Ads "
"Plugins";"Plugins "
"Manage";"Manage "
"Menu Editor";"Menu Editor "
"Language Manager";"Language Manager "
"File & Media Manager";"File & Media Manager "
"Theme Editor";"Theme Editor "
"Layout Editor";"Layout Editor "
"Log Browser";"Log Browser "
"Server Information";"Server Information"
"Referring URLs";"Referring URLs "
"Site-wide Statistics";"Site-wide Statistics "
"Create New Campaign";"Create New Campaign "
"Manage Ad Campaigns";"Manage Ad Campaigns"
"Performance & Caching";"Performance & Caching "
"System Emails";"System Emails "
"Spam & Banning Tools";"Spam & Banning Tools "
"Activity Feed Settings";"Activity Feed Settings "
"Signup Process";"Signup Process "
"Locale Settings";"Locale Settings "
"Abuse Reports";"Abuse Reports "
"Announcements";"Announcements "
"Networks";"Netværk"
"Member Levels";"Member Levels "
"Contact Us";"Contact Us "
"Privacy Statement";"Privacy Statement "
"Browse By";"Gennemse Efter"
"Success";"Vellykket"
"member";"bruger";"brugere"
"friendship";"venskab";"venskaber"
"post";"indlæg";"indlæg"
"Please type the characters you see in the image.";"Skriv de bogstaver/tal du ser i billedet."
"%s update";"%s opdatering ";"%s opdateringer"
"%s Update";"%s Opdatering ";"%s Opdateringer"
"updates";"opdateringer"
"0 Updates";"0 Opdateringer"
"First";"Først"
"Last";"Sidste"
"&#171; Previous";"&#171; Forrige"
"Next &#187;";"Næste &#187; "
"More +";"Mere + "
"Copyright";"Copyright "
"Created %s by ";"Oprettet %s af"
"Post Comment";"Skriv Kommentar"
"%d hour ago";"%d time siden ";"%d timer siden "
"There was an error processing your request.  Please try again later.";"Der opstod en fejl under behandling af din anmodning. Prøv venligst igen senere."
"View all %s comment";"Vis alle %s kommentar";"Vis alle %s kommentarer"
"Like This";"Synes Godt Om Dette"
"Unlike This";"Fjern Synes Godt Om Dette"
"%s person likes this";"%s synes godt om dette";"%s synes godt om dette"
"View previous comments";"Vis forrige kommentarer"
"View more comments";"Vis flere kommentarer"
"View later comments";"vis senere kommentarer"
"View All Updates";"Vis Alle Opdateringer"
"Mark All Read";"Marker Alle Læst"
"You have no new updates.";"Du har ingen nye opdateringer"
"Are you sure you want to delete this?";"Er du sikker på du vil slette dette?"
"Submit Report";"Indsend Anmeldelse"
"Do you want to report this?";"Vil du gerne anmelde dette?"
"(select)";"(vælg)"
"Spam";"Spam"
"Abuse";"Misbrug"
"Inappropriate Content";"Upassende Indhold"
"Licensed Material";"Licenseret Materiale"
"Add Link";"Tilføj Link"
" Loading...";"Indlæser..."
"Are you sure you want to delete this link?";"Er du sikker på du vil slette dette link?"
"Delete Link";"Slet Link"
"Please enter a search query.";"Indtast venligst en søge ord."
"No results were found.";"Ingen resultater blev fundet."
"%s result found";"%s resultat fundet";"%s resultater fundet"
"Whoops!";"Hovsa!"
"Page Not Found";"Side blev ikke fundet"
"Go Back";"Gå Tilbage"
"The page you have attempted to access could not be found.";"Den side du prøver at se kunne ikke findes."
"Private Page";"Privat Side"
"You do not have permission to view this private page.";"Du har ikke adgang til at se denne private side."
"That resource does not exist";"Den pågældende ressource findes ikke"
"Please sign in to continue.";"Log ind for at fortsætte."
"Like added";"Synes godt om tilføjet"
"Like removed";"Synes godt om fjernet"
"Comment deleted";"Kommentar slettet"
"The requested resource could not be found.";"Den pågældende ressource findes ikke"
"You are not authorized to access this resource.";"Du har ikke adgang til at se denne ressource."
"Please sign in to continue..";"Log ind for at fortsætte"
"Whoops! Something went wrong!";"Hovsa! Noget gik galt!"
"Thank you for your feedback!";"Tak for din tilbagemelding!"
"Link created";"Link oprettet"
"Link doesn't exists or not authorized to delete";"Link ikke eksisterer eller ikke autoriseret til at slette"
"Link has been deleted.";"Link er blevet slettet"
"Birthdays must include a month and a date.";"Fødselsdag skal være en måned og en dato."
"Please select a time from the dropdown";"Vælg et tidspunkt"
"Please select AM or PM";"Vælg AM eller PM"
"AM/PM value selected without specifying a time";"AM/PM værdi valgt uden angivelse af en tid"
"End time cannot be before start time";"Sluttiden kan ikke være før starttiden"
"By %s";"Af %s "
"...";"... "
"An error has occurred processing the request.  The target may no longer exist.";"En fejl opstod under behandlingen af anmodningen. Det pågældende mål findes ikke længere."
",";", "
"Sign In or %1$sJoin%2$s";"Log Ind eller %1$sOpret Konto%2$s "
"and";"og"
"now";"nu"
"in a few seconds";"i et par sekunder"
"a few seconds ago";"få sekunder siden"
"in %s minute";"i %s minut ";"i %s minutter"
"%s minute ago";"%s minut siden";"%s minutter siden"
"in %s hour";"i %s time";"i %s timer"
"%s hour ago";"%s time siden";"%s timer siden"
"_ACTIVITY_ACTIONTYPE_LOGIN";"Logger ind"
"_ACTIVITY_ACTIONTYPE_LOGOUT";"Logger ud"
"_ACTIVITY_ACTIONTYPE_NETWORK_JOIN";"Tilmelder mig et netværk"
"_ACTIVITY_ACTIONTYPE_POST";"Skrive på andres profil"
"_ACTIVITY_ACTIONTYPE_POST_SELF";"Skrive en opdatering på din egen profil"
"_ACTIVITY_ACTIONTYPE_PROFILE_PHOTO_UPDATE";"Ændre dit billede"
"_ACTIVITY_ACTIONTYPE_SIGNUP";"Opretter Konto"
"_ACTIVITY_ACTIONTYPE_STATUS";"Opdaterer min status"
"_ACTIVITY_ACTIONTYPE_FIELDS_CHANGE_GENERIC";"Opdaterer min profil"
"_ACTIVITY_ACTIONTYPE_FRIENDS";"Når jeg bliver ven med nogen"
"_ACTIVITY_ACTIONTYPE_FRIENDS_FOLLOW";"Når jeg følger nogen"
"_CORE_CONTACT_DESCRIPTION";"Hvis du ønsker at stille os et spørgsmål direkte, bedes du sende din besked med nedenstående formular."
"_CORE_HELP_CONTACT_MESSAGE";"Navn: %1$s Email: %2$s Bruger Info: (%3$s - %4$s) IP: %5$s Bruger_agent: %6$s Tidsstempel: %7$s Besked: %8$s "
"_CORE_PRIVACY_STATEMENT";"This page will contain the privacy statement of your choice. "
"_CORE_TERMS_OF_SERVICE";"This page will contain the terms of service of your choice. "
"You can no longer respond to this message because %1$s has blocked you.";"Du kan ikke længere besvare denne besked, fordi %1$s har blokeret dig."
"Member Level Settings";"Member Level Settings "
"Select Member Level";"Select Member Level "
"Public";"Public "
"Default Level";"Default Level "
"Moderators";"Moderators "
"Admins";"Admins "
"Views";"Visninger"
"Owner";"Ejer"
"_CORE_ADMIN_STATS_CORE_VIEWS";"Page views "
"_CORE_ADMIN_STATS_USER_CREATIONS";"Sign-ups "
"_CORE_ADMIN_STATS_USER_LOGINS";"Sign-ins "
"_CORE_ADMIN_STATS_MESSAGES_CREATIONS";"Private messages "
"_CORE_ADMIN_STATS_USER_FRIENDSHIPS";"New friendships "
"_CORE_ADMIN_STATS_CORE_LIKES";"Likes "
"_CORE_ADMIN_STATS_CORE_REPORTS";"Abuse reports "
"_CORE_ADMIN_STATS_CORE_UNIQUES";"Unique visitors"
"_CORE_ADMIN_STATS_ACTIVITY_POSTS";"Feed items "
"_CORE_ADMIN_STATS_AD_IMPRESSIONS";"Ad impressions "
"_CORE_ADMIN_STATS_AD_CLICKS";"Ad clicks "
"_CORE_ADMIN_STATS_ANNOUNCEMENT_CREATIONS";"Announcements "
"_CORE_ADMIN_STATS_CORE_EMAILS";"Emails Sent "
"Antarctica";"Antarctica "
"Australia";"Australia "
"Africa";"Africa "
"Asia";"Asia "
"Europe";"Europe "
"South America";"South America "
"North America";"North America "
"CORE_VIEWS_SCRIPTS_ADMINADS_INDEX_DESCRIPTION";"Displaying advertisements is an excellent way to monetize your social network. By creating ad campaigns, you can determine exactly where your ads will appear, how long they will be displayed, and who they will be shown to. The key to generating substantial revenue from your social network is to create targeted ad campaigns. This means that you should make an effort to show specific ads to users based on their interests or personal characteristics (e.g. their profile information). To accomplish this, ad campaigns can be created for specific user levels and/or networks. "
"You currently have no advertising campaigns.";"You currently have no advertising campaigns. "
"CORE_FORM_ADMINS_LAYOUT_CONTENT_PAGE_LEVELS_DESCRIPTION";"Specify which member levels will be able to view this page. To show this page to all member levels, leave them all selected. If you want this page to be hidden from none registered members, please make sure you select deselect the public member level. Use CTRL-click to select or deselect multiple levels. "
"Create Advertising Campaign";"Create Advertising Campaign "
"Follow this guide to design and launch a new advertising campaign.";"Follow this guide to design and launch a new advertising campaign. "
"Campaign Name";"Campaign Name "
"Start Date";"Start Date "
"End Date";"End Date "
"Don't end this campaign on a specific date.";"Don't end this campaign on a specific date. "
"End this campaign on a specific date.";"End this campaign on a specific date. "
"Total Views Allowed";"Total Views Allowed "
"The campaign will end when this number of views is reached. Enter ""0"" for unlimited views.";"The campaign will end when this number of views is reached. Enter ""0"" for unlimited views. "
"Total Clicks Allowed";"Total Clicks Allowed "
"The campaign will end when this number of clicks is reached. Enter ""0"" for unlimited clicks.";"The campaign will end when this number of clicks is reached. Enter ""0"" for unlimited clicks. "
"CORE_FORM_ADMIN_ADS_CREATE_LIMITCTR_DESCRIPTION";"If you specify a minimum CTR (click-through ratio, which is the ratio of clicks to views) and the campaign's CTR goes below your limit, the campaign will end. If you decide to specify a minimum CTR limit, you should enter it as a percentage of clicks to views (e.g. 0.05%). To create a campaign with no definite end, don't specify limits and your campaign will continue until you choose to end it. "
"CORE_FORM_ADMINS_ADS_CREATE_ADLEVELS_DESCRIPTION";"Specify which member levels will be shown advertisements from this campaign. To show this ad campaign to all member levels, leave them all selected. Use CTRL-click to select or deselect multiple levels. "
"CORE_FORM_ADMINS_ADS_CREATE_ADNETWORKS_DESCRIPTION";"Specify which networks will be shown advertisements from this campaign. To show this ad campaign to all networks, leave them all selected. Use CTRL-click to select or deselect multiple networks. "
"Create Campaign";"Create Campaign "
"Minimum CTR";"Minimum CTR "
"pause";"pause "
